"ACQ_BRANCHES","ACQ_BRANCHES_HREF","ACQ_CERT","ACQ_CHARTAGENT","ACQ_CHARTER","ACQ_CLASS","ACQ_CLASS_TYPE","ACQ_CLASS_TYPE_DESC","ACQ_CLCODE","ACQ_CNTYNAME","ACQ_CNTYNUM","ACQ_FDICREGION","ACQ_FDICREGION_DESC","ACQ_INSAGENT1","ACQ_INSAGENT2","ACQ_INSTNAME","ACQ_LATITUDE","ACQ_LONGITUDE","ACQ_ORGTYPE_NUM","ACQ_ORG_EFF_DTE","ACQ_PADDR","ACQ_PCITY","ACQ_PSTALP","ACQ_PSTNUM","ACQ_PZIP5","ACQ_PZIPREST","ACQ_REGAGENT","ACQ_TRUST","ACQ_UNINUM","ASSISTED_PAYOUT_FLAG","BANK_INSURED","CERT","CHANGECODE","CHANGECODE_DESC","CHANGECODE_DESC_LONG","CHARTER_COM_TO_OTHER_FLAG","CHARTER_COM_TO_OTS_FLAG","CHARTER_OTHER_TO_COM_FLAG","CHARTER_OTS_TO_COM_FLAG","CLASS","CLASS_CHANGE_FLAG","CLASS_TYPE","CLASS_TYPE_DESC","EFFDATE","EFFYEAR","ENDDATE","ENDYEAR","FAILED_COM_TO_COM_FLAG","FAILED_OTHER_TO_COM_FLAG","FAILED_OTS_TO_COM_FLAG","FAILED_OTS_TO_OTS_FLAG","FAILED_RTC_FLAG","FRM_CLASS","FRM_CLASS_TYPE","FRM_CLASS_TYPE_DESC","FRM_INSAGENT1","FRM_LATITUDE","FRM_LONGITUDE","FRM_ORGTYPE_NUM","FRM_PSTALP","FRM_PSTNUM","FRM_REGAGENT","ID","INSAGENT1","INSAGENT1_CHANGE_FLAG","INSURED_COM_FLAG","INSURED_OTS_FLAG","NEW_CHARTER_DENOVO_FLAG","NEW_CHARTER_FLAG","ORGTYPE_NUM","ORG_ROLE_CDE","ORG_STAT_FLG","OUT_CERT","OUT_CHARTAGENT","OUT_CHARTER","OUT_CLASS","OUT_CLASS_TYPE","OUT_CLASS_TYPE_DESC","OUT_CLCODE","OUT_CNTYNAME","OUT_CNTYNUM","OUT_FDICREGION","OUT_FDICREGION_DESC","OUT_INSAGENT1","OUT_INSAGENT2","OUT_INSTNAME","OUT_LATITUDE","OUT_LONGITUDE","OUT_ORGTYPE_NUM","OUT_PADDR","OUT_PCITY","OUT_PSTALP","OUT_PSTNUM","OUT_PZIP5","OUT_PZIPREST","OUT_REGAGENT","OUT_TRUST","OUT_UNINUM","PROCDATE","PROCYEAR","PSTALP","REGAGENT","REGAGENT_CHANGE_FLAG","RELOCATE_FLAG","REPORT_TYPE","STNUM","SUR_CERT","SUR_CHANGECODE","SUR_CHANGECODE_DESC","SUR_CHARTAGENT","SUR_CHARTER","SUR_CLASS","SUR_CLASS_TYPE","SUR_CLASS_TYPE_DESC","SUR_CLCODE","SUR_CNTYNAME","SUR_CNTYNUM","SUR_FDICREGION","SUR_FDICREGION_DESC","SUR_INSAGENT1","SUR_INSAGENT2","SUR_INSTNAME","SUR_LATITUDE","SUR_LONGITUDE","SUR_MADDR","SUR_MCITY","SUR_MSTALP","SUR_MSTATE","SUR_MZIP5","SUR_ORGTYPE_NUM","SUR_PADDR","SUR_PCITY","SUR_PSTALP","SUR_PSTNUM","SUR_PZIP5","SUR_PZIPREST","SUR_REGAGENT","SUR_TRUST","TRANSNUM","UNASSIST_COM_TO_COM_FLAG","UNASSIST_COM_TO_OTS_FLAG","UNASSIST_OTHER_TO_COM_FLAG","UNASSIST_OTS_TO_COM_FLAG","UNASSIST_OTS_TO_OTS_FLAG","UNINUM","VOLUNTARY_LIQUIDATION_FLAG","WITHDRAW_INSURANCE_COM_FLAG"
"42","/api/history?filters=TRANSNUM:200914074 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","32574","OTS","0","SB","S","Savings","33","COLLIN","85","13","DALLAS","DIF","","Beal Bank","33.077807","-96.826798","115","2008-02-04T00:00:00","6000 LEGACY DRIVE","PLANO","TX","48","75024","3061","OTS","Limited","45408","0","Y","32276","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Beal Bank, (,[object Object],) in ,Plano,, ,TX,. ,A link to FDIC closing information for ,New South Federal Savings Bank, (,32276,):, ,[object Object]","0","0","0","0","SB","0","S","Savings","2009-12-18T00:00:00","2009","9999-12-31T00:00:00","9999","0","0","0","1","0","SB","S","Savings","DIF","0","0","115","AL","1","OTS","200914074_211_45110_45408_45110","DIF","0","0","0","0","0","115","FI","N","32276","OTS","0","SB","S","Savings","33","JEFFERSON","73","5","ATLANTA","DIF","","New South Federal Savings Bank","33.533545","-86.702963","115","2000 CRESTWOOD BLVD","IRONDALE","AL","1","35210","0000","OTS","None","45110","2009-12-22T00:00:00","2009","TX","OTS","0","1","211","48","32574","811","FDIC ASSISTED MERGER","OTS","0","SB","S","Savings","33","COLLIN","85","13","DALLAS","DIF","","Beal Bank","33.077807","-96.826798","15770 DALLAS PARKWAY","DALLAS","TX","TEXAS","75248","115","6000 LEGACY DRIVE","PLANO","TX","48","75024","3061","OTS","Limited","200914074","0","0","0","0","0","45110","0","0"
"34","/api/history?filters=TRANSNUM:200914075 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","12441","STATE","0","NM","C","Commercial","21","HARRISON","47","13","DALLAS","DIF","","Hancock Bank","30.419552","-89.0442","10","2007-05-30T00:00:00","1 HANCOCK PLAZA","GULFPORT","MS","28","39501","0000","FDIC","Full","7921","0","Y","32167","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Hancock Bank, (,[object Object],) in ,Gulfport,, ,MS,. ,A link to FDIC closing information for ,Peoples First Community Bank, (,32167,):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2009-12-18T00:00:00","2009","9999-12-31T00:00:00","9999","0","0","1","0","0","SB","S","Savings","DIF","0","0","0","FL","0","OTS","200914075_211_45001_7921_45001","DIF","0","0","0","0","0","10","FI","N","32167","OTS","0","SB","S","Savings","33","BAY","5","5","ATLANTA","DIF","","Peoples First Community Bank","30.198060000000055","-85.65845299999995","115","2305 HWY 77","PANAMA CITY","FL","12","32405","0000","OTS","None","45001","2009-12-22T00:00:00","2009","MS","FDIC","1","1","211","28","12441","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","HARRISON","47","13","DALLAS","DIF","","Hancock Bank","30.419552","-89.0442","P.O. BOX  4019","GULFPORT","MS","MISSISSIPPI","39502","10","1 HANCOCK PLAZA","GULFPORT","MS","28","39501","0000","FDIC","Full","200914075","0","0","0","0","0","45001","0","0"
"1","/api/history?filters=TRANSNUM:200914076 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","59021","OCC","24969","N","C","Commercial","3","SANGAMON","167","9","CHICAGO","DIF","","Independent Bankers' Bank Bridge Bank, National Association","39.76106812258721","-89.7086083496184","160","2009-12-18T00:00:00","3161 WEST WHITE OAKS DRIVE, SUITE 300","SPRINGFIELD","IL","17","62704","0000","OCC","","499537","0","Y","26820","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Independent Bankers' Bank Bridge Bank, National Association, (,[object Object],) in ,Springfield,, ,IL,. ,A link to FDIC closing information for ,Independent Bankers' Bank, (,26820,):, ,[object Object]","0","0","0","0","N","1","C","Commercial","2009-12-18T00:00:00","2009","9999-12-31T00:00:00","9999","1","0","0","0","0","SM","C","Commercial","DIF","0","0","0","IL","0","FED","200914076_211_36012_499537_36012","DIF","0","0","0","0","0","160","FI","N","26820","STATE","0","SM","C","Commercial","13","SANGAMON","167","9","CHICAGO","DIF","","Independent Bankers' Bank","39.761786","-89.709043","10","3161 WEST WHITE OAKS DRIVE, SUITE 300","SPRINGFIELD","IL","17","62704","0000","FED","None","36012","2009-12-22T00:00:00","2009","IL","OCC","1","0","211","17","59021","811","FDIC ASSISTED MERGER","OCC","24969","N","C","Commercial","3","SANGAMON","167","9","CHICAGO","DIF","","Independent Bankers' Bank Bridge Bank, National Association","39.76106812258721","-89.7086083496184","P. O. BOX 3095","SPRINGFIELD","IL","ILLINOIS","62708","160","3161 WEST WHITE OAKS DRIVE, SUITE 300","SPRINGFIELD","IL","17","62704","0000","OCC","","200914076","0","0","0","0","0","36012","0","0"
"7","/api/history?filters=TRANSNUM:200914079 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","59022","OCC","24970","N","C","Commercial","3","MACOMB","99","9","CHICAGO","DIF","","Deposit Insurance National Bank of New Baltimore","42.68015490985757","-82.73558145739052","625","2009-12-18T00:00:00","51066 WASHINGTON STREET","NEW BALTIMORE","MI","26","48047","0000","OCC","","499538","0","Y","1006","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Deposit Insurance National Bank of New Baltimore, (,[object Object],) in ,New Baltimore,, ,MI,. ,A link to FDIC closing information for ,Citizens State Bank, (,1006,):, ,[object Object]","0","0","0","0","N","1","C","Commercial","2009-12-18T00:00:00","2009","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","MI","0","FDIC","200914079_211_665_499538_665","DIF","0","0","0","0","0","625","FI","N","1006","STATE","0","NM","C","Commercial","21","MACOMB","99","9","CHICAGO","DIF","","Citizens State Bank","42.68023","-82.735585","10","51066 WASHINGTON STREET","NEW BALTIMORE","MI","26","48047","0000","FDIC","","665","2009-12-22T00:00:00","2009","MI","OCC","1","0","211","26","59022","811","FDIC ASSISTED MERGER","OCC","24970","N","C","Commercial","3","MACOMB","99","9","CHICAGO","DIF","","Deposit Insurance National Bank of New Baltimore","42.68015490985757","-82.73558145739052","51066 WASHINGTON STREET","NEW BALTIMORE","MI","MICHIGAN","48047","625","51066 WASHINGTON STREET","NEW BALTIMORE","MI","26","48047","0000","OCC","","200914079","0","0","0","0","0","665","0","0"
"39","/api/history?filters=TRANSNUM:200914080 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","58978","OTS","0","SL","S","Savings","37","LOS ANGELES","37","14","SAN FRANCISCO","DIF","","OneWest Bank, FSB","34.149482","-118.132052","125","2009-08-28T00:00:00","888  E WALNUT ST","PASADENA","CA","6","91101","0000","OTS","","489490","0","Y","28536","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,OneWest Bank, FSB, (,[object Object],) in ,Pasadena,, ,CA,. ,A link to FDIC closing information for ,First Federal Bank of California, a Federal Savings Bank, (,28536,):, ,[object Object]","0","0","0","0","SL","1","S","Savings","2009-12-18T00:00:00","2009","9999-12-31T00:00:00","9999","0","0","0","1","0","SB","S","Savings","DIF","0","0","115","CA","6","OTS","200914080_211_41370_489490_41370","DIF","0","0","0","0","0","125","FI","N","28536","OTS","0","SB","S","Savings","33","LOS ANGELES","37","14","SAN FRANCISCO","DIF","","First Federal Bank of California, a Federal Savings Bank","34.019191","-118.498355","115","401 WILSHIRE BOULEVARD","SANTA MONICA","CA","6","90401","0000","OTS","None","41370","2009-12-22T00:00:00","2009","CA","OTS","0","0","211","6","58978","811","FDIC ASSISTED MERGER","OTS","0","SL","S","Savings","37","LOS ANGELES","37","14","SAN FRANCISCO","DIF","","OneWest Bank, FSB","34.149482","-118.132052","75 N. FAIR OAKS AVE","PASADENA","CA","CALIFORNIA","91103","125","888  E WALNUT ST","PASADENA","CA","6","91101","0000","OTS","","200914080","0","0","0","0","0","41370","0","0"
"19","/api/history?filters=TRANSNUM:201000508 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","28088","OTS","0","SL","S","Savings","37","KING","33","14","SAN FRANCISCO","DIF","","Washington Federal Savings and Loan Association","47.610296","-122.336373","125","2008-02-01T00:00:00","425 PIKE STREET","SEATTLE","WA","53","98101","0000","OTS","","40922","0","Y","22977","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Washington Federal Savings and Loan Association, (,[object Object],) in ,Seattle,, ,WA,. ,A link to FDIC closing information for ,Horizon Bank, (,22977,):, ,[object Object]","0","0","0","0","SL","1","S","Savings","2010-01-08T00:00:00","2010","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","WA","53","FDIC","201000508_211_16078_40922_16078","DIF","0","0","0","0","0","125","FI","N","22977","STATE","0","NM","C","Commercial","21","WHATCOM","73","14","SAN FRANCISCO","DIF","","Horizon Bank","48.749849","-122.47888","10","1500 CORNWALL AVENUE","BELLINGHAM","WA","53","98225","0000","FDIC","None","16078","2010-01-12T00:00:00","2010","WA","OTS","1","0","211","53","28088","811","FDIC ASSISTED MERGER","OTS","0","SL","S","Savings","37","KING","33","14","SAN FRANCISCO","DIF","","Washington Federal Savings and Loan Association","47.610324","-122.336358","425 PIKE STREET","SEATTLE","WA","WASHINGTON","98101","125","425 PIKE STREET","SEATTLE","WA","53","98101","0000","OTS","","201000508","0","0","0","0","0","16078","0","0"
"1","/api/history?filters=TRANSNUM:201000649 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","3657","STATE","0","NM","C","Commercial","21","COOK","31","9","CHICAGO","DIF","","First American Bank","42.015713","-87.959842","10","2010-01-15T00:00:00","700 BUSSE ROAD","ELK GROVE VILLAGE","IL","17","60007","0000","FDIC","Full","2335","0","Y","34705","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,First American Bank, (,[object Object],) in ,Elk Grove Village,, ,IL,. ,A link to FDIC closing information for ,Town Community Bank and Trust, (,34705,):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2010-01-15T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","IL","0","FDIC","201000649_211_61309_2335_61309","DIF","0","0","0","0","0","10","FI","N","34705","STATE","0","NM","C","Commercial","21","LAKE","97","9","CHICAGO","DIF","","Town Community Bank and Trust","42.465422","-88.092208","10","41412 NORTH HIGHWAY 83","ANTIOCH","IL","17","60002","0000","FDIC","","61309","2010-01-19T00:00:00","2010","IL","FDIC","0","0","211","17","3657","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","COOK","31","9","CHICAGO","DIF","","First American Bank","42.015713","-87.959842","700 BUSSE ROAD","ELK GROVE VILLAGE","IL","ILLINOIS","60007","10","700 BUSSE ROAD","ELK GROVE VILLAGE","IL","17","60007","0000","FDIC","Full","201000649","0","0","0","0","0","61309","0","0"
"2","/api/history?filters=TRANSNUM:201000650 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","8546","STATE","0","NM","C","Commercial","21","STEARNS","145","11","KANSAS CITY","DIF","","First State Bank of St. Joseph","45.559167","-94.309673","10","2006-03-31T00:00:00","400 4TH AVENUE NE","SAINT JOSEPH","MN","27","56374","0000","FDIC","","5454","0","Y","17522","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,First State Bank of St. Joseph, (,[object Object],) in ,Saint Joseph,, ,MN,. ,A link to FDIC closing information for ,St. Stephen State Bank, (,17522,):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2010-01-15T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","MN","0","FDIC","201000650_211_11502_5454_11502","DIF","0","0","0","0","0","10","FI","N","17522","STATE","0","NM","C","Commercial","21","STEARNS","145","11","KANSAS CITY","DIF","","St. Stephen State Bank","45.702927","-94.274408","10","2 CENTRAL AVE. SO.","SAINT STEPHEN","MN","27","56375","0000","FDIC","","11502","2010-01-19T00:00:00","2010","MN","FDIC","0","0","211","27","8546","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","STEARNS","145","11","KANSAS CITY","DIF","","First State Bank of St. Joseph","45.559167","-94.309673","P.O. BOX  159","SAINT JOSEPH","MN","MINNESOTA","56374","10","400 4TH AVENUE NE","SAINT JOSEPH","MN","27","56374","0000","FDIC","","201000650","0","0","0","0","0","11502","0","0"
"10","/api/history?filters=TRANSNUM:201000661 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","59027","OCC","24972","N","C","Commercial","3","DAVIS","11","14","SAN FRANCISCO","DIF","","Deposit Insurance National Bank of Kaysville","41.03416282666473","-111.93862619204765","625","2010-01-15T00:00:00","33 SOUTH MAIN STREET","KAYSVILLE","UT","49","84037","0000","OCC","","500498","0","Y","1252","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Deposit Insurance National Bank of Kaysville, (,[object Object],) in ,Kaysville,, ,UT,. ,A link to FDIC closing information for ,Barnes Banking Company, (,1252,):, ,[object Object]","0","0","0","0","N","1","C","Commercial","2010-01-15T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","SM","C","Commercial","DIF","0","0","10","UT","49","FED","201000661_211_853_500498_853","DIF","0","0","0","0","0","625","FI","N","1252","STATE","0","SM","C","Commercial","13","DAVIS","11","14","SAN FRANCISCO","DIF","","Barnes Banking Company","41.034185","-111.93847","10","33 SOUTH MAIN STREET","KAYSVILLE","UT","49","84037","0000","FED","None","853","2010-01-19T00:00:00","2010","UT","OCC","1","0","211","49","59027","811","FDIC ASSISTED MERGER","OCC","24972","N","C","Commercial","3","DAVIS","11","14","SAN FRANCISCO","DIF","","Deposit Insurance National Bank of Kaysville","41.03416282666473","-111.93862619204765","33 SOUTH MAIN STREET","KAYSVILLE","UT","UTAH","84037","625","33 SOUTH MAIN STREET","KAYSVILLE","UT","49","84037","0000","OCC","","201000661","0","0","0","0","0","853","0","0"
"7","/api/history?filters=TRANSNUM:201000715 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","17266","STATE","0","NM","C","Commercial","21","DOUGLAS","19","14","SAN FRANCISCO","DIF","","Umpqua Bank","0","0","10","2009-01-16T00:00:00","445 S.E. MAIN STREET","ROSEBURG","OR","41","97470","0000","FDIC","","11289","0","Y","20501","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Umpqua Bank, (,[object Object],) in ,Roseburg,, ,OR,. ,A link to FDIC closing information for ,Evergreen Bank, (,20501,):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2010-01-22T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","WA","0","FDIC","201000715_211_14144_11289_14144","DIF","0","0","0","0","0","10","FI","N","20501","STATE","0","NM","C","Commercial","21","KING","33","14","SAN FRANCISCO","DIF","","Evergreen Bank","47.606395","-122.334778","10","1111 3RD AVE, SUITE 100","SEATTLE","WA","53","98101","0000","FDIC","","14144","2010-01-25T00:00:00","2010","OR","FDIC","0","1","211","41","17266","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","DOUGLAS","19","14","SAN FRANCISCO","DIF","","Umpqua Bank","0","0","1 SOUTHWEST COLUMBIA STREET, SUITE 1200","PORTLAND","OR","OREGON","97258","10","445 S.E. MAIN STREET","ROSEBURG","OR","41","97470","0000","FDIC","","201000715","0","0","0","0","0","14144","0","0"
"1","/api/history?filters=TRANSNUM:201000716 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","4767","OCC","4742","N","C","Commercial","3","SALINE","169","13","DALLAS","DIF","","Sunflower Bank, National Association","38.805711151749335","-97.5943159240399","10","2006-03-31T00:00:00","2090 SOUTH OHIO STREET","SALINA","KS","20","67401","0800","OCC","Full","3181","0","Y","8265","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Sunflower Bank, National Association, (,[object Object],) in ,Salina,, ,KS,. ,A link to FDIC closing information for ,Bank of Leeton, (,8265,):, ,[object Object]","0","0","0","0","N","1","C","Commercial","2010-01-22T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","MO","0","FDIC","201000716_211_5271_3181_5271","DIF","0","0","0","0","0","10","FI","N","8265","STATE","0","NM","C","Commercial","21","JOHNSON","101","11","KANSAS CITY","DIF","","Bank of Leeton","38.585241","-93.693958","10","101 EAST STONE STREET","LEETON","MO","29","64761","0000","FDIC","","5271","2010-01-25T00:00:00","2010","KS","OCC","1","1","211","20","4767","811","FDIC ASSISTED MERGER","OCC","4742","N","C","Commercial","3","SALINE","169","13","DALLAS","DIF","","Sunflower Bank, National Association","38.805711151749335","-97.5943159240399","P.O. BOX  800","SALINA","KS","KANSAS","67402","10","2090 SOUTH OHIO STREET","SALINA","KS","20","67401","0800","OCC","Full","201000716","0","0","0","0","0","5271","0","0"
"4","/api/history?filters=TRANSNUM:201000725 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","58991","OCC","24947","N","C","Commercial","3","MIAMI-DADE","86","5","ATLANTA","DIF","","Premier American Bank, National Association","25.783457192426738","-80.2840758177839","10","2010-01-22T00:00:00","5301 BLUE LAGOON DRIVE, SUITE 200","MIAMI","FL","12","33126","0000","OCC","","491121","0","Y","57147","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Premier American Bank, National Association, (,[object Object],) in ,Miami,, ,FL,. ,A link to FDIC closing information for ,Premier American Bank, (,57147,):, ,[object Object]","0","0","0","0","N","1","C","Commercial","2010-01-22T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","FL","0","FDIC","201000725_211_358547_491121_358547","DIF","0","0","0","0","0","10","FI","N","57147","STATE","0","NM","C","Commercial","21","MIAMI-DADE","86","5","ATLANTA","DIF","","Premier American Bank","25.78197","-80.283577","10","5301 BLUE LAGOON DRIVE, SUITE 200","MIAMI","FL","12","33126","0000","FDIC","","358547","2010-01-25T00:00:00","2010","FL","OCC","1","0","211","12","58991","811","FDIC ASSISTED MERGER","OCC","24947","N","C","Commercial","3","MIAMI-DADE","86","5","ATLANTA","DIF","","Premier American Bank, National Association","25.783457192426738","-80.2840758177839","5301 BLUE LAGOON DRIVE","MIAMI","FL","FLORIDA","33126","10","5301 BLUE LAGOON DRIVE, SUITE 200","MIAMI","FL","12","33126","0000","OCC","","201000725","0","0","0","0","0","358547","0","0"
"8","/api/history?filters=TRANSNUM:201000729 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","59030","OTS","0","SB","S","Savings","33","BERNALILLO","1","13","DALLAS","DIF","","Charter Bank","35.1071423583133","-106.53212023950772","115","2010-01-22T00:00:00","2130 EUBANK BLVD. NE","ALBUQUERQUE","NM","35","87112","0000","OTS","","500728","0","Y","32498","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Charter Bank, (,[object Object],) in ,Albuquerque,, ,NM,. ,A link to FDIC closing information for ,Charter Bank, (,32498,):, ,[object Object]","0","0","0","0","SB","0","S","Savings","2010-01-22T00:00:00","2010","9999-12-31T00:00:00","9999","0","0","0","1","0","SB","S","Savings","DIF","0","0","0","NM","0","OTS","201000729_211_45332_500728_45332","DIF","0","0","0","0","0","115","FI","N","32498","OTS","0","SB","S","Savings","33","SANTA FE","49","13","DALLAS","DIF","","Charter Bank","35.659471","-105.959358","115","809 SAINT MICHAELS DRIVE","SANTA FE","NM","35","87505","0000","OTS","","45332","2010-01-25T00:00:00","2010","NM","OTS","0","0","211","35","59030","811","FDIC ASSISTED MERGER","OTS","0","SB","S","Savings","33","BERNALILLO","1","13","DALLAS","DIF","","Charter Bank","35.1071423583133","-106.53212023950772","4400 OSUNA ROAD, NE","ALBUQUERQUE","NM","NEW MEXICO","87109","115","2130 EUBANK BLVD. NE","ALBUQUERQUE","NM","35","87112","0000","OTS","","201000729","0","0","0","0","0","45332","0","0"
"24","/api/history?filters=TRANSNUM:201000738 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","33826","STATE","0","NM","C","Commercial","21","PIERCE","53","14","SAN FRANCISCO","DIF","","Columbia State Bank","47.25154","-122.436627","10","2008-04-01T00:00:00","1301 A STREET","TACOMA","WA","53","98402","0000","FDIC","","48131","0","Y","22469","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Columbia State Bank, (,[object Object],) in ,Tacoma,, ,WA,. ,A link to FDIC closing information for ,Columbia River Bank, (,22469,):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2010-01-22T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","OR","0","FDIC","201000738_211_15664_48131_15664","DIF","0","0","0","0","0","10","FI","N","22469","STATE","0","NM","C","Commercial","21","WASCO","65","14","SAN FRANCISCO","DIF","","Columbia River Bank","45.600498","-121.182368","10","316 EAST THIRD STREET","THE DALLES","OR","41","97058","0000","FDIC","","15664","2010-01-26T00:00:00","2010","WA","FDIC","0","1","211","53","33826","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","PIERCE","53","14","SAN FRANCISCO","DIF","","Columbia State Bank","47.25154","-122.436627","Po Box 2156","Tacoma","WA","WASHINGTON","98401","10","1301 A STREET","TACOMA","WA","53","98402","0000","FDIC","","201000738","0","0","0","0","0","15664","0","0"
"11","/api/history?filters=TRANSNUM:201000863 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","58991","OCC","24947","N","C","Commercial","3","MIAMI-DADE","86","5","ATLANTA","DIF","","Premier American Bank, National Association","25.783457192426738","-80.2840758177839","10","2010-01-22T00:00:00","5301 BLUE LAGOON DRIVE, SUITE 200","MIAMI","FL","12","33126","0000","OCC","","491121","0","Y","5672","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Premier American Bank, National Association, (,[object Object],) in ,Miami,, ,FL,. ,A link to FDIC closing information for ,Florida Community Bank, (,5672,):, ,[object Object]","0","0","0","0","N","1","C","Commercial","2010-01-29T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","10","FL","12","FDIC","201000863_211_3858_491121_3858","DIF","0","0","0","0","0","10","FI","N","5672","STATE","0","NM","C","Commercial","21","COLLIER","21","5","ATLANTA","DIF","","Florida Community Bank","26.43797","-81.433763","10","1400 NORTH 15TH STREET","IMMOKALEE","FL","12","34142","2202","FDIC","","3858","2010-02-01T00:00:00","2010","FL","OCC","1","0","211","12","58991","811","FDIC ASSISTED MERGER","OCC","24947","N","C","Commercial","3","MIAMI-DADE","86","5","ATLANTA","DIF","","Premier American Bank, National Association","25.783457192426738","-80.2840758177839","5301 BLUE LAGOON DRIVE","MIAMI","FL","FLORIDA","33126","10","5301 BLUE LAGOON DRIVE, SUITE 200","MIAMI","FL","12","33126","0000","OCC","","201000863","0","0","0","0","0","3858","0","0"
